customer_id,total_orders,total_products_bought,total_spend_tl,tenure_bucket,est_returns,has_returned
T10915,4,7,5300.06,>3yr,0,False
T10924,3,7,6279.34,>3yr,0,False
T1093,2,7,6967.0,>3yr,0,False
T10934,3,56,4112.05,>3yr,0,False
T10953,1,3,12135.5,>3yr,0,False
T10968,10,33,119583.1,>3yr,0,False
T10997,6,15,21789.88,>3yr,0,False
T1100,2,6,636.5,>3yr,0,False
T11041,1,14,1522.92,>3yr,0,False
T11045,2,2,1409.4,>3yr,0,False
T11057,3,31,1658.05,>3yr,0,False
T11101,13,13,19070.1,>3yr,0,False
T11102,3,12,2194.89,>3yr,0,False
T11106,4,8,13949.75,>3yr,0,False
T11125,6,6,12559.25,>3yr,0,False
T11134,4,10,26303.9,>3yr,0,False
T11139,35,51,119306.97,>3yr,0,False
T11142,6,7,12638.3,>3yr,0,False
T11155,4,30,3487.61,>3yr,0,False
T11182,3,1,2356.0,>3yr,2,True
T11192,7,7,7198.92,>3yr,0,False
T11193,2,3,2869.96,>3yr,0,False
T11194,3,10,15138.9,>3yr,0,False
T11213,7,30,19431.3,>3yr,0,False
T11223,13,197,12805.49,>3yr,0,False
T11225,3,5,3113.87,>3yr,0,False
T11237,8,12,9445.31,>3yr,0,False
T11245,5,9,19713.9,>3yr,0,False
T11253,6,7,23433.84,>3yr,0,False
T11254,1,2,2352.0,>3yr,0,False
T11259,3,26,811.19,>3yr,0,False
T11273,3,2,11660.0,>3yr,1,True
T11279,27,1054,99081.39,>3yr,0,False
T11283,3,5,11501.84,>3yr,0,False
T11340,3,8,4385.77,>3yr,0,False
T11373,2,43,9197.85,>3yr,0,False
T11379,3,3,11673.6,>3yr,0,False
T11389,1,2,411.96,>3yr,0,False
T1139,2,9,1412.4,>3yr,0,False
T11390,10,17,16678.02,>3yr,0,False
T11394,6,23,12305.33,>3yr,0,False
T11423,2,3,4005.0,>3yr,0,False
T11429,2,3,1184.88,>3yr,0,False
T11438,4,11,1460.76,>3yr,0,False
T11447,5,15,7000.42,>3yr,0,False
T11449,119,553,126425.05,>3yr,0,False
T11465,4,51,12960.17,>3yr,0,False
T11466,1,1,3395.2,>3yr,0,False
T11473,7,7,28238.15,>3yr,0,False
T11482,3,25,1847.58,>3yr,0,False
T11483,2,15,2935.37,>3yr,0,False
T11484,2,5,2817.46,>3yr,0,False
T11497,2,18,3466.22,>3yr,0,False
T11498,2,12,1251.78,>3yr,0,False
T11505,9,43,5094.51,>3yr,0,False
T1151,19,353,19528.45,>3yr,0,False
T11511,2,4,410.25,>3yr,0,False
T11527,5,7,5536.0,>3yr,0,False
T11531,2,2,2191.0,>3yr,0,False
T11541,5,10,14412.34,>3yr,0,False
T11553,3,22,1761.7,>3yr,0,False
T11554,3,10,4682.68,>3yr,0,False
T11557,2,4,8113.2,>3yr,0,False
T11558,5,8,5776.9,>3yr,0,False
T11603,5,10,6546.75,>3yr,0,False
T11617,6,13,10031.79,>3yr,0,False
T11627,2,2,1638.0,>3yr,0,False
T11628,6,22,9390.64,>3yr,0,False
T11631,11,255,21970.94,>3yr,0,False
T11642,67,47,121577.68,>3yr,20,True
T11658,8,14,20199.35,>3yr,0,False
T11661,4,11,4155.57,>3yr,0,False
T11674,5,5,12170.06,>3yr,0,False
T11678,3,16,1312.76,>3yr,0,False
T11692,1,1,1788.0,>3yr,0,False
T11693,2,3,2640.95,>3yr,0,False
T11697,3,9,17797.19,>3yr,0,False
T11699,11,22,29824.52,>3yr,0,False
T1171,6,42,8647.48,>3yr,0,False
T11710,1,1,3311.0,>3yr,0,False
T1172,17,31,67408.59,>3yr,0,False
T11747,3,20,2273.74,>3yr,0,False
T11750,12,15,44428.65,>3yr,0,False
T11754,5,28,2878.37,>3yr,0,False
T11760,1,15,1431.1,>3yr,0,False
T11767,3,5,12205.5,>3yr,0,False
T11773,68,479,108849.78,>3yr,0,False
T11774,56,351,70581.33,>3yr,0,False
T11784,30,210,116766.97,>3yr,0,False
T11795,2,3,6797.15,>3yr,0,False
T11813,5,6,15335.85,>3yr,0,False
T11824,2,3,5125.1,>3yr,0,False
T11827,14,45,26181.03,>3yr,0,False
T1186,184,1433,1503396.85,>3yr,0,False
T11898,4,5,15080.95,>3yr,0,False
T11904,3,6,2946.0,>3yr,0,False
T11948,2,7,928.45,>3yr,0,False
T11987,5,6,19105.7,>3yr,0,False
T11996,1,5,5392.4,>3yr,0,False
T11997,5,10,12573.33,>3yr,0,False
T1200,2,2,2269.0,>3yr,0,False
T12006,5,10,24902.5,>3yr,0,False
T12016,7,33,18058.93,>3yr,0,False
T12052,1,1,832.0,>3yr,0,False
T12072,2,16,1532.18,>3yr,0,False
T12088,7,81,8637.93,>3yr,0,False
T12095,2,7,1013.18,>3yr,0,False
T12121,7,14,16552.8,>3yr,0,False
T12133,3,3,7875.0,>3yr,0,False
T12134,5,5,5980.3,>3yr,0,False
T12140,3,10,6029.72,>3yr,0,False
T12152,2,3,6840.0,>3yr,0,False
T12153,1,2,5856.46,>3yr,0,False
T12156,3,6,12903.5,>3yr,0,False
T12163,5,13,20371.26,>3yr,0,False
T12170,5,9,26794.0,>3yr,0,False
T12175,2,2,4345.0,>3yr,0,False
T12176,2,2,10100.0,>3yr,0,False
T12180,4,8,14182.64,>3yr,0,False
T12201,1,2,7068.0,>3yr,0,False
T12210,2,7,10104.8,>3yr,0,False
T12213,2,3,5632.2,>3yr,0,False
T12220,2,8,641.79,>3yr,0,False
T12225,2,3,8057.4,>3yr,0,False
T12226,5,5,13151.55,>3yr,0,False
T12234,4,14,9447.76,>3yr,0,False
T12237,15,33,141935.8,>3yr,0,False
T12239,6,7,14762.0,>3yr,0,False
T12248,1,2,2056.0,>3yr,0,False
T12254,17,94,32330.0,>3yr,0,False
T12257,2,2,3142.75,>3yr,0,False
T12260,4,4,10007.0,>3yr,0,False
T12267,5,38,10058.33,>3yr,0,False
T12271,2,3,6524.5,>3yr,0,False
T12293,1,1,2222.4,>3yr,0,False
T12295,2,1,3337.5,>3yr,1,True
T12297,3,9,10399.25,>3yr,0,False
T12301,1,2,361.94,>3yr,0,False
T12305,11,12,32666.52,>3yr,0,False
T12324,2,3,8716.85,>3yr,0,False
T12334,5,7,20768.0,>3yr,0,False
T12339,1,17,1055.68,>3yr,0,False
T12368,3,10,1870.2,>3yr,0,False
T12370,2,2,7967.1,>3yr,0,False
T12371,3,4,6545.6,>3yr,0,False
T12375,2,6,15842.0,>3yr,0,False
T12404,7,51,4955.2,>3yr,0,False
T12417,2,3,2432.55,>3yr,0,False
T12424,4,6,5190.95,>3yr,0,False
T12434,2,4,3959.08,>3yr,0,False
T12445,2,2,4249.7,>3yr,0,False
T12453,2,2,1495.0,>3yr,0,False
T12463,15,22,47996.1,>3yr,0,False
T12473,6,7,28098.6,>3yr,0,False
T12482,52,219,167605.83,>3yr,0,False
T12485,5,55,6808.2,>3yr,0,False
T12499,2,2,4920.5,>3yr,0,False
T12502,2,5,3152.44,>3yr,0,False
T12505,2,2,4969.9,>3yr,0,False
T12531,5,25,4304.41,>3yr,0,False
T12540,2,2,4355.0,>3yr,0,False
T12556,7,21,46638.95,>3yr,0,False
T12579,6,11,15373.95,>3yr,0,False
T12591,21,651,31322.05,>3yr,0,False
T12603,4,22,2526.04,>3yr,0,False
T12606,10,55,71897.25,>3yr,0,False
T12613,5,25,2958.81,>3yr,0,False
T12633,6,8,26235.9,>3yr,0,False
T12657,6,54,10357.92,>3yr,0,False
T12669,2,2,7624.39,>3yr,0,False
T12675,7,23,22370.24,>3yr,0,False
T12676,1340,7407,8490121.89,>3yr,0,False
T12700,5,12,8562.72,>3yr,0,False
T12708,5,8,24820.0,>3yr,0,False
T12717,1,3,5752.5,>3yr,0,False
T12743,7,17,1698.47,>3yr,0,False
T12751,1,2,410.23,>3yr,0,False
T12758,6,34,4231.81,>3yr,0,False
T12760,4,19,2715.5,>3yr,0,False
T12763,2,14,6907.06,>3yr,0,False
T12774,2,11,2010.93,>3yr,0,False
T12778,8,84,24107.26,>3yr,0,False
T12779,3,3,1754.67,>3yr,0,False
T12806,2,3,10201.89,>3yr,0,False
T12810,3,19,2946.39,>3yr,0,False
T12828,5,213,16152.05,>3yr,0,False
T12832,14,148,22532.32,>3yr,0,False
T12837,6,8,28455.95,>3yr,0,False
T12842,6,8,9552.0,>3yr,0,False
T12844,8,7,24025.65,>3yr,1,True
T12847,5,27,2020.27,>3yr,0,False
T12850,4,10,5083.44,>3yr,0,False
T12854,3,227,19189.49,>3yr,0,False
T12855,8,23,3166.09,>3yr,0,False
T12861,3,3,8039.35,>3yr,0,False
T12865,7,33,23910.94,>3yr,0,False
T12870,22,89,131889.15,>3yr,0,False
T12884,3,3,3496.5,>3yr,0,False
T12894,3,27,997.9,>3yr,0,False
T12909,3,4,11624.0,>3yr,0,False
T12914,3,10,3337.04,>3yr,0,False
T12918,3,11,9077.74,>3yr,0,False
T12919,1,2,949.0,>3yr,0,False
T12920,5,14,12497.04,>3yr,0,False
T12925,1,1,8460.0,>3yr,0,False
T12931,5,16,5609.41,>3yr,0,False
T12944,6,20,32619.75,>3yr,0,False
T12948,6,44,4970.02,>3yr,0,False
T12949,5,16,2079.0,>3yr,0,False
T12954,3,5,542.65,>3yr,0,False
T12955,12,19,7907.99,>3yr,0,False
T12971,3,3,4623.0,>3yr,0,False
T12977,2,2,8956.5,>3yr,0,False
T12993,174,1730,143895.04,>3yr,0,False
T12997,3,3,16860.0,>3yr,0,False
T13004,3,10,5078.82,>3yr,0,False
T1302,12,106,10666.82,>3yr,0,False
T13021,8,29,25194.33,>3yr,0,False
T13036,3,18,1390.18,>3yr,0,False
T13043,4,22,1734.41,>3yr,0,False
T13055,4,4,12192.0,>3yr,0,False
T13072,4,7,8675.8,>3yr,0,False
T13079,2,2,3756.0,>3yr,0,False
T13087,3,11,66883.05,>3yr,0,False
T13093,3,17,2122.65,>3yr,0,False
T13100,2,30,2303.99,>3yr,0,False
T13113,69,2132,254937.79,>3yr,0,False
T13119,5,15,24818.43,>3yr,0,False
T13123,10,18,31519.35,>3yr,0,False
T13125,3,4,8108.0,>3yr,0,False
T13130,4,9,1398.87,>3yr,0,False
T13132,10,322,24309.88,>3yr,0,False
T13140,3,5,5780.93,>3yr,0,False
T13149,1,1,2200.0,>3yr,0,False
T13162,5,6,41823.0,>3yr,0,False
T13171,2,2,4554.0,>3yr,0,False
T13174,208,875,333321.62,>3yr,0,False
T13176,3,20,5220.55,>3yr,0,False
T13180,225,468,326370.51,>3yr,0,False
T13193,11,9,33818.64,>3yr,2,True
T13196,5,11,22577.5,>3yr,0,False
T13203,3,8,25173.34,>3yr,0,False
T13209,1,1,1430.0,>3yr,0,False
T13213,13,22,23639.89,>3yr,0,False
T13219,2,4,1563.76,>3yr,0,False
T13222,2,9,1331.58,>3yr,0,False
T13225,2,29,1694.04,>3yr,0,False
T13230,8,9,24471.35,>3yr,0,False
T13234,2,3,5902.55,>3yr,0,False
T13241,15,91,23390.92,>3yr,0,False
T13242,5,7,11614.75,>3yr,0,False
T13243,2,4,6405.4,>3yr,0,False
T13249,2,2,4690.0,>3yr,0,False
T13255,5,10,2620.2,>3yr,0,False
T13257,9,31,34611.01,>3yr,0,False
T13258,2,3,9551.9,>3yr,0,False
T13259,12,24,40674.6,>3yr,0,False
T13264,35,685,31807.58,>3yr,0,False
T13266,1,1,3427.92,>3yr,0,False
T13275,6,22,31351.3,>3yr,0,False
T13276,6,8,9459.0,>3yr,0,False
T13280,3,16,13339.68,>3yr,0,False
T13281,1,4,1195.9,>3yr,0,False
T13287,3,5,3239.6,>3yr,0,False
T13291,1,1,1274.0,>3yr,0,False
T13300,2,7,17628.46,>3yr,0,False
T13312,3,4,9728.5,>3yr,0,False
T13314,4,10,7542.26,>3yr,0,False
T13331,5,5,13124.7,>3yr,0,False
T13332,3,11,11627.81,>3yr,0,False
T13333,3,6,11035.98,>3yr,0,False
T13338,1,1,2795.0,>3yr,0,False
T13342,27,39,88113.16,>3yr,0,False
T13349,1,1,2400.0,>3yr,0,False
T13353,12,39,28037.92,>3yr,0,False
T13359,7,13,29956.55,>3yr,0,False
T13364,2,17,6381.8,>3yr,0,False
T13365,3,3,6995.3,>3yr,0,False
T13366,3,16,28402.6,>3yr,0,False
T13368,1,1,1472.0,>3yr,0,False
T1337,11,13,37018.03,>3yr,0,False
T13394,8,19,61846.0,2_to_3yr,0,False
T13398,6,16,4045.02,2_to_3yr,0,False
T13402,2,2,5745.0,2_to_3yr,0,False
T13416,7,16,61118.65,2_to_3yr,0,False
T13423,2,2,6252.0,2_to_3yr,0,False
T13424,6,7,28508.0,2_to_3yr,0,False
T13441,5,25,2705.86,2_to_3yr,0,False
T13443,8,6,6837.5,2_to_3yr,2,True
T13448,4,15,6940.29,2_to_3yr,0,False
T13452,20,69,69174.48,2_to_3yr,0,False
T13460,7,10,22751.0,2_to_3yr,0,False
T13464,2,4,5752.5,2_to_3yr,0,False
T13467,5,6,17602.8,2_to_3yr,0,False
T13468,2,2,381.43,2_to_3yr,0,False
T13479,2,7,782.93,2_to_3yr,0,False
T13480,4,9,7914.76,2_to_3yr,0,False
T13486,4,15,22884.42,2_to_3yr,0,False
T13491,5,22,3057.62,2_to_3yr,0,False
T13493,3,3,10660.0,2_to_3yr,0,False
T13497,6,14,11135.17,2_to_3yr,0,False
T13498,6,11,13455.54,2_to_3yr,0,False
T13509,1,2,2138.5,2_to_3yr,0,False
T13510,4,7,7053.02,2_to_3yr,0,False
T13511,4,8,13098.0,2_to_3yr,0,False
T13514,5,8,3719.3,2_to_3yr,0,False
T13519,2,4,6454.5,2_to_3yr,0,False
T13521,2,2,5229.0,2_to_3yr,0,False
T13538,3,6,12227.82,2_to_3yr,0,False
T13539,1,1,4604.67,2_to_3yr,0,False
T13542,1,1,1287.0,2_to_3yr,0,False
T13543,7,465,52782.23,2_to_3yr,0,False
T13546,5,8,8811.5,2_to_3yr,0,False
T13547,8,73,5833.31,2_to_3yr,0,False
T13551,3,3,4329.5,2_to_3yr,0,False
T13563,4,49,4424.19,2_to_3yr,0,False
T13565,1,1,1420.8,2_to_3yr,0,False
T13577,3,4,906.0,2_to_3yr,0,False
T13590,12,15,33500.0,2_to_3yr,0,False
T13594,7,11,1215.65,2_to_3yr,0,False
T13604,1,2,1463.25,2_to_3yr,0,False
T13610,3,7,2164.82,2_to_3yr,0,False
T13627,2,3,5357.0,2_to_3yr,0,False
T13630,104,1044,100571.37,2_to_3yr,0,False
T13639,4,8,1087.9,2_to_3yr,0,False
T13641,9,10,27185.0,2_to_3yr,0,False
T13648,6,9,31858.6,2_to_3yr,0,False
T13649,7,8,10090.25,2_to_3yr,0,False
T13653,2,2,215.45,2_to_3yr,0,False
T13654,2,3,4800.0,2_to_3yr,0,False
T13661,3,7,1975.68,2_to_3yr,0,False
T13665,9,14,22955.0,2_to_3yr,0,False
T13676,2,5,1498.68,2_to_3yr,0,False
T13680,3,5,10506.0,2_to_3yr,0,False
T13686,4,11,3067.27,2_to_3yr,0,False
T13689,4,10,12774.73,2_to_3yr,0,False
T13691,16,33,66810.36,2_to_3yr,0,False
T13701,4,4,12388.65,2_to_3yr,0,False
T13704,6,19,147022.3,2_to_3yr,0,False
T13711,2,2,3197.0,2_to_3yr,0,False
T13715,12,141,18050.12,2_to_3yr,0,False
T13720,1,1,5678.4,2_to_3yr,0,False
T13721,7,20,20900.02,2_to_3yr,0,False
T13723,3,8,7546.24,2_to_3yr,0,False
T13727,2,32,1496.92,2_to_3yr,0,False
T13732,4,5,4581.95,2_to_3yr,0,False
T13733,4,5,3818.38,2_to_3yr,0,False
T13737,3,6,4769.75,2_to_3yr,0,False
T13738,1,8,1379.57,2_to_3yr,0,False
T13740,2,5,3573.53,2_to_3yr,0,False
T13754,4,5,19441.75,2_to_3yr,0,False
T13766,4,4,14576.6,2_to_3yr,0,False
T13775,4,5,9856.0,2_to_3yr,0,False
T13781,2,2,8570.0,2_to_3yr,0,False
T13794,7,22,8968.91,2_to_3yr,0,False
T13796,6,24,2202.24,2_to_3yr,0,False
T13824,2,3,5500.2,2_to_3yr,0,False
T13826,1,1,7688.0,2_to_3yr,0,False
T13828,5,16,1480.82,2_to_3yr,0,False
T13829,53,445,43865.75,2_to_3yr,0,False
T13844,2,1,3760.0,2_to_3yr,1,True
T13847,4,5,5352.5,2_to_3yr,0,False
T13852,2,7,8350.0,2_to_3yr,0,False
T13858,10,16,17860.19,2_to_3yr,0,False
T13865,17,24,83768.0,2_to_3yr,0,False
T13875,4,15,11293.51,2_to_3yr,0,False
T13876,4,6,9506.82,2_to_3yr,0,False
T13881,3,9,1235.73,2_to_3yr,0,False
T13885,3,11,6371.93,2_to_3yr,0,False
T13892,2,6,912.48,2_to_3yr,0,False
T13893,5,6,4119.5,2_to_3yr,0,False
T13897,4,13,15184.25,2_to_3yr,0,False
T13903,3,4,4847.0,2_to_3yr,0,False
T13911,5,28,7648.3,2_to_3yr,0,False
T13912,2,1,1644.5,2_to_3yr,1,True
T13913,3,5,14677.0,2_to_3yr,0,False
T13914,2,2,3510.0,2_to_3yr,0,False
T13933,406,2226,724173.39,2_to_3yr,0,False
T13942,7,43,2355.21,2_to_3yr,0,False
T13943,2,13,1832.47,2_to_3yr,0,False
T13944,3,3,3928.0,2_to_3yr,0,False
T13946,10,14,19121.29,2_to_3yr,0,False
T13950,1,1,2668.25,2_to_3yr,0,False
T13954,8,22,39733.48,2_to_3yr,0,False
T13966,2,4,6203.25,2_to_3yr,0,False
T13971,3,5,4312.7,2_to_3yr,0,False
T13982,3,3,9167.44,2_to_3yr,0,False
T13984,5,5,13234.05,2_to_3yr,0,False
T13990,4,51,4652.18,2_to_3yr,0,False
T13993,5,4,17269.5,2_to_3yr,1,True
T14002,1,1,1692.0,2_to_3yr,0,False
T14005,3,6,7605.34,2_to_3yr,0,False
T14011,3,7,8907.5,2_to_3yr,0,False
T14018,1,3,1573.5,2_to_3yr,0,False
T14020,4,2,5041.7,2_to_3yr,2,True
T14026,3,3,3113.5,2_to_3yr,0,False
T14038,3,3,11765.45,2_to_3yr,0,False
T14050,11,6,12676.0,2_to_3yr,5,True
T14053,2,3,4127.0,2_to_3yr,0,False
T14063,2,2,1956.5,2_to_3yr,0,False
T14077,16,27,30272.04,2_to_3yr,0,False
T14081,2,2,1655.5,2_to_3yr,0,False
T14082,1,4,2969.95,2_to_3yr,0,False
T14088,2,2,2980.0,2_to_3yr,0,False
T14092,3,4,11667.75,2_to_3yr,0,False
T14093,2,12,1042.62,2_to_3yr,0,False
T14095,2,11,1455.63,2_to_3yr,0,False
T14097,2,2,4719.0,2_to_3yr,0,False
T14098,2,9,5826.1,2_to_3yr,0,False
T14102,9,27,31705.06,2_to_3yr,0,False
T14104,9,12,26927.95,2_to_3yr,0,False
T14106,1,1,3330.4,2_to_3yr,0,False
T14120,14,134,10314.74,2_to_3yr,0,False
T14123,3,14,1361.76,2_to_3yr,0,False
T14131,2,2,6110.0,2_to_3yr,0,False
T14132,2,3,3257.94,2_to_3yr,0,False
T14135,3,2,2158.7,2_to_3yr,1,True
T14138,10,14,11806.67,2_to_3yr,0,False
T14141,2,2,2909.5,2_to_3yr,0,False
T14150,7,9,14745.79,2_to_3yr,0,False
T14159,3,4,13091.85,2_to_3yr,0,False
T14164,7,25,64237.52,2_to_3yr,0,False
T14165,3,7,14380.8,2_to_3yr,0,False
T14167,2,4,3709.5,2_to_3yr,0,False
T14168,2,2,4270.5,2_to_3yr,0,False
T14169,3,15,2105.49,2_to_3yr,0,False
T14185,3,5,6166.5,2_to_3yr,0,False
T14192,2,4,2569.06,2_to_3yr,0,False
T14194,7,9,16096.55,2_to_3yr,0,False
T14196,6,33,2507.96,2_to_3yr,0,False
T14198,2,7,2634.83,2_to_3yr,0,False
T1420,3,21,10504.5,>3yr,0,False
T14202,10,11,27482.1,2_to_3yr,0,False
T1421,14,121,22203.53,>3yr,0,False
T14210,4,6,10941.15,2_to_3yr,0,False
T14222,2,2,7247.5,2_to_3yr,0,False
T14229,2,6,5746.98,2_to_3yr,0,False
T14230,2,4,2990.0,2_to_3yr,0,False
T14233,8,52,11311.08,2_to_3yr,0,False
T14235,5,28,3685.04,2_to_3yr,0,False
T14240,2,4,828.6,2_to_3yr,0,False
T14241,3,19,1868.03,2_to_3yr,0,False
T14245,1,3,2215.44,2_to_3yr,0,False
T14296,2,6,783.13,2_to_3yr,0,False
T14303,2,16,3633.21,2_to_3yr,0,False
T14312,2,2,3087.5,2_to_3yr,0,False
T14313,11,38,100809.29,2_to_3yr,0,False
T14315,2,3,6317.5,2_to_3yr,0,False
T14332,5,9,13140.38,2_to_3yr,0,False
T14340,5,39,11914.3,2_to_3yr,0,False
T14344,2,4,4219.5,2_to_3yr,0,False
T14348,3,8,17782.48,2_to_3yr,0,False
T14349,12,16,26235.13,2_to_3yr,0,False
T14356,3,22,7414.95,2_to_3yr,0,False
T1436,3,18,6387.79,>3yr,0,False
T14367,2,3,5145.6,2_to_3yr,0,False
T14369,4,7,4538.5,2_to_3yr,0,False
T14370,4,8,21982.85,2_to_3yr,0,False
T14380,2,2,4036.5,2_to_3yr,0,False
T14384,1,1,3080.0,2_to_3yr,0,False
T14400,7,15,56868.59,2_to_3yr,0,False
T14402,3,3,2656.8,2_to_3yr,0,False
T14405,3,8,19213.95,2_to_3yr,0,False
T14422,5,24,1793.44,2_to_3yr,0,False
T14436,7,19,39838.35,2_to_3yr,0,False
T14448,2,13,1390.32,2_to_3yr,0,False
T14449,1,1,4522.5,2_to_3yr,0,False
T14455,3,7,7561.14,2_to_3yr,0,False
T14457,4,41,1954.21,2_to_3yr,0,False
T14471,5,7,13051.49,2_to_3yr,0,False
T14478,7,17,4829.97,2_to_3yr,0,False
T14480,2,20,2513.4,2_to_3yr,0,False
T14488,3,10,1037.24,2_to_3yr,0,False
T14489,2,2,2497.75,2_to_3yr,0,False
T14494,7,25,61812.95,2_to_3yr,0,False
T14504,2,10,832.44,2_to_3yr,0,False
T14514,8,18,8522.03,2_to_3yr,0,False
T14517,1,4,3078.46,2_to_3yr,0,False
T14526,3,15,15670.0,2_to_3yr,0,False
T14530,4,6,6766.3,2_to_3yr,0,False
T14547,3,8,9332.96,2_to_3yr,0,False
T14561,7,14,37060.35,2_to_3yr,0,False
T14562,7,11,24446.6,2_to_3yr,0,False
T14571,2,4,15650.4,2_to_3yr,0,False
T14572,6,5,13462.29,2_to_3yr,1,True
T14578,2,7,7463.16,2_to_3yr,0,False
T14599,4,6,6188.28,2_to_3yr,0,False
T14617,3,3,3125.0,2_to_3yr,0,False
T14618,2,2,4852.8,2_to_3yr,0,False
T14625,2,2,5886.5,2_to_3yr,0,False
T14632,2,4,517.0,2_to_3yr,0,False
T14675,2,4,9774.0,2_to_3yr,0,False
T14691,10,15,31219.0,2_to_3yr,0,False
T14708,2,2,8690.0,2_to_3yr,0,False
T14711,4,9,18741.64,2_to_3yr,0,False
T14713,4,4,8984.0,2_to_3yr,0,False
T14715,3,3,5111.25,2_to_3yr,0,False
T14722,8,18,22376.95,2_to_3yr,0,False
T14728,2,13,11543.41,2_to_3yr,0,False
T14732,2,17,1072.99,2_to_3yr,0,False
T14734,3,8,16254.17,2_to_3yr,0,False
T14738,4,23,8432.12,2_to_3yr,0,False
T14746,8,14,41446.52,2_to_3yr,0,False
T14751,3,3,6960.0,2_to_3yr,0,False
T14753,2,3,4067.0,2_to_3yr,0,False
T14755,8,24,16686.68,2_to_3yr,0,False
T14771,4,4,16061.5,2_to_3yr,0,False
T14786,2,17,1566.86,2_to_3yr,0,False
T14789,4,4,8373.0,2_to_3yr,0,False
T14794,5,6,1413.83,2_to_3yr,0,False
T14799,4,6,18091.0,2_to_3yr,0,False
T14804,9,11,15334.47,2_to_3yr,0,False
T14805,9,14,22122.25,2_to_3yr,0,False
T14808,2,2,5317.5,2_to_3yr,0,False
T14809,2,6,7308.0,2_to_3yr,0,False
T14824,2,21,680.0,2_to_3yr,0,False
T14827,5,9,22262.24,2_to_3yr,0,False
T14831,6,12,1441.7,2_to_3yr,0,False
T14834,13,16,31172.55,2_to_3yr,0,False
T14837,12,13,59537.3,2_to_3yr,0,False
T14839,1,2,6188.0,2_to_3yr,0,False
T14840,3,3,4177.5,2_to_3yr,0,False
T14844,1,4,4449.31,2_to_3yr,0,False
T14855,8,187,10874.62,2_to_3yr,0,False
T14857,2,3,2079.35,2_to_3yr,0,False
T14863,3,4,1442.37,2_to_3yr,0,False
T14870,13,32,3419.27,2_to_3yr,0,False
T14871,3,11,2185.77,2_to_3yr,0,False
T14875,2,2,481.42,2_to_3yr,0,False
